Sr. No.,Roman News Items,Label
3377,moscow ky shopping center mai bary paimany par atishzadgi ak shakhs halak,TRUE
3378,mogadishu mai mayor office ky qareeb blast mutadid afraad zakhmi,TRUE
3379,america ak baar phir khoon mai naha gya restaurant mai firing sy 10 afrad halak,TRUE
3380,america pohanchny ki koshish krny wala afghan foji border par giraftar,TRUE
3381,bharat mai naak ky zariye corona vaccine lgany wali dawa tayar,TRUE
3382,westren bank mai yahudiyon ki bastiyon ki mukhalfat kren gy american foreign minister,TRUE
3383,serach engine google ny hazaron mulazimeen ko mulazmaat sy farigh kr dia,TRUE
3384,peru doran e ehtejaj maruf tareekhi imarat sholon ki nazar,TRUE
3385,jacinda ardern ki jgha chris bupkins newzealand ky wazeer e azam namzad,TRUE
3386,tibat highway par barfani todah girny sy 9 musafir halak,TRUE
3387,jacinda ardern ny newzealand ky wazeer e azam ka ohda chorny ka faisla kr lia,TRUE
3388,saudiarab ab ghair mashrut ghair mulki grants nahi dy ga saudi wazeer e khazana,TRUE
3389,bharat mai musalmanon par zulm o sitam mai sangeen izafa huwa hai human rights watch,TRUE
3390,baharti hitler modi ki asal haqeeqat bharti intehapasand social media users ko hazam nah hui,TRUE
3391,golden globe award ki taqreeb mai shirkat bhari par gai mutadid fankaar corona ka shikar,TRUE
3392,ukraine ky interior minister helicopter hadsy mai halak,TRUE
3393,video jelly wed tommy kutton ki mehngi treen shadi ki dhoom,TRUE
3394,shehri ko cigarette ka tukra sarak par phankna mehnga par gya,TRUE
3395,maqbuza kashmir mai azadi ky matwalon ki jaidaden seal aur masmaar krny ki mohim taiz,TRUE
3396,china ki abadi mai 6 dahaiyon ky baad pehli baar kami,TRUE
3397,maqbuza kashmir bharti fojiyon ky hathon jali muqably mai 2 kashmiri nujawan shaheed,TRUE
3398,indian state bihar mai pakistan zindabad ky nary lg gaye,TRUE
3399,sard treen shehar ka darja hararat manfi 50 centigrade tak gir gya,TRUE
3400,nepal mai hadsy ka shikar hony waly jets ka black box mil gya,TRUE
3401,california ghar mai firing new born baby aur maa samet 6 afrad halak,TRUE
3402,bharat billionaires ki dolat mai 121 percent izafa bhookon ki tadad 350 million,TRUE
3403,senegal musafir bus aur truck mai tasadum 19 afrad halak,TRUE
3404,german defense minister kai maah tanqeed ky baad mustafi,TRUE
3405,italy intehai matlub mafia don ko sicily mai giraftar kr lia gya,TRUE
3406,afghanistan mai sardi ki taza lehr 20 afrad halak,TRUE
3407,bharat mai muslim dushmani ki inteha ak aur tareekhi masjid shaheed kr di gai,TRUE
3408,nepal guzishta roz hadsy ky shikar jet ki video viral,TRUE
3409,tayyip erdogan ny mulk mai qabal az waqt elections ka indiya dy dia,TRUE
3410,facebook aur microsoft ki imaraten rent par deny ka faisla,TRUE
3411,nepal airport ky qareeb passenger plane gir kr tabah 66 afrad halak,TRUE
3412,bin bulaye mehman sy baratiyon ny bartan dhulwa liye ,TRUE
3413,saudi khatoon lawyer ky united nations ky secretary general ky daftar mai siyasi amur ki incharge muqarar,TRUE
3414,iran former deputy defense minister ko jasusi krny par phansi dy di gai,TRUE
3415,britain mai railway mulazimeen ki tankhwahon mai izafy ky liye hartaal,TRUE
3416,american president joe biden bhi ghost teacher nikly 3 saal salary li magar parhaya nhi,TRUE
3417,japan mai corona beqabu ak hi din mai 489 amwaat,TRUE
3418,elon musk ny sab sy zyada dolat sy mehrumi ka aalmi record qaim kr dia,TRUE
3419,joe biden ky deputy president ky zamany ki mazeed khufia dastawezaat baramd,TRUE
3420,china hajum mai gari ghusny sy 5 afrad halak mutadid zakhmi,TRUE
3421,american president jeo biden par college students ko parhaye bagir 10 lakh dollar salary leny ka ilzam,TRUE
3422,saudiarab mai female security personnels ki passing out taqreeb,TRUE
3423,kabul mai afghan wazarat e kharjah ky bahar khudkush dhamaka 20 afraad halak,TRUE
3424,technical kharabi ky bais america bhar mai parwazen mutasir,TRUE
3425,france mai railway station par chaqu bardaar shakhs ka hamla 6 afrad zakhmi,TRUE
3426,california mai barishon sy selabi surat e hal 17 afrad halak,TRUE
3427,khadim alharmain alshareefain shah salman bin abdulaziz ka seelab zadgaan ki bahaali ka azm,TRUE
3428,saudi vizarat e hajj o umrah ka hajjiyon ky liye workshop aur seminar ka ineqad,TRUE
3429,indian hackers ka pakistaniyon ki sensitive information churany ky lie cyber hamla,TRUE
3430,survey mai shahzada muhammad bin salman arab dunya ky ba-asar treen leader qarar,TRUE
3431,mahsa amini ki halakat par muzahira krny waly 400 afrad ko 10 saal tak ki qaid,TRUE
3432,hajj ki khawahishmand pakistaniyon ky liye saudiarab sy achi khabar,TRUE
3433,saudi wali ehad ki pakistan mai sarmayakari 10 arab dollar tak barhany ki hidayat,TRUE
3434,australia mai khalistan refrendum sy qabal indra gandhi ky qatilon ky tareefi poster lgany par kasheedgi,TRUE
3435,saudiarab ka pakistan mai 1 arab dollars ki sarmayakari ka ilan,TRUE
3436,china hainan suby mai 88 million sy zaid afrad corona ka shikar,TRUE
3437,nigeria railway station sy darjanon afrad aghwa,TRUE
3438,pakistan qudrati aafaat ky sath corrupt global economic system ka shikaar hai guterres,TRUE
3439,prince harry ki kitab ny shahi mehal ki diwaron ko hilla dala aham inkeshafaat,TRUE
3440,pakistan ka russia sy oil khareedny ka faisla american reaction samny aagya,TRUE
3441,senegal 2 busses ky darmiyan khofnak tasadam 40 afrad halak mutadid zakhmi,TRUE
3442,donetsk hamly ka badla ly lia 600 ukrainian foji halak russian dawa,TRUE
3443,thailand ka behri jungi jahaz tufan mai dub gya 31 afrad lapata,TRUE
3444,kenya bus hadsy mai 20 sy zaid afrad halaak,TRUE
3445,america 20 saal sy qaid mashur jasus reha,TRUE
3446,kanwary nujawanon ka sar par sehra saja kr band bajon ky sath anokha ehtejaj,TRUE
3447,dunya ky sab sy bary jungle ki katai mai ghair mamuli izafa,TRUE
3448,badnaam e zamana smuggler ki giraftari par sathiyon ny 29 afrad ki jaan ly li,TRUE
3449,tunisia migrants ki boat dubny sy 5 afrad halak,TRUE
3450,saudiarab pakistan mai technology house qaim kry ga,TRUE
3451,kevin mccarthy american house of representatives speaker muntakhib,TRUE
3452,america 6 sala talib ilm ny teacher ko goli maar di,TRUE
3453,america ka israel sy masjid alaqsa ky qawaneen ky ehteram ka mutalba,TRUE
3454,hajj 2023 ky liye darkhwasteen ajj sy wasul ki jayen gi,TRUE
3455,america ki pakistan ko dehshatgardi ky khilaf jung mai madad ki paishkash,TRUE
3456,united nations israeli wazeer ky khilaf thos karwai kry arab mumalik,TRUE
3457,america mai ak baar phir khon ki holi 8 afrad halak,TRUE
3458,amazon ny hazaron mulazmeen ko farigh krny ka mansuba bna lia,TRUE
3459,china famous singer ki moat corona khof ky saye mazeed gehry,TRUE
3460,afghan hakumat ka pakistani sifaratkhany par hamla krny waly 8 dehshatgard halak krny ka dawa,TRUE
3461,masjid alharaam ka tamerati kaam barish ky bais aarzi tor par band,TRUE
3462,sweden paltu billiyon ki registeration lazmi qarar,TRUE
3463,bharti hakumat ka kashmiriyon par zulm o sitam ky pahar torny ky liye naya iqdaam,TRUE
3464,chinese musafiron par pabandi lgany waly mumalik mai qatar bhi shamil,TRUE
3465,ttp ky khilaf karwai america ny pakistan ki himayat kr di,TRUE
3466,moashi bohraan ky saye mai srilanka mai baldiyati intekhabaat,TRUE
3467,sweden mai saal 2023 ky aaghaz ky sath hi chnd qawaneen nafizulamal,TRUE
3468,uae aur china ny israeli wazeer ky dorra alaqsa par united nations ka ijlas bulany ka mutalba kr dia,TRUE
3469,januni nujawan ny hamla kr ky bazurg ka adha chehra chaba dala,TRUE
3470,saudiarab ky ilaqy tabuk aur neum mai musalsal barafbari ka silsila jari,TRUE
3471,china ny apny musafiron par safri pabandiyon ko naqabil e qabool qarar dy dia,TRUE
3472,saudiarab ny israeli wazeer ki masjid e aqsa amad ko ishteyal angezi qarar dy dia,TRUE
3473,tesla ka 2022 mai record cars beechny ka dawa,TRUE
3474,maqbuza kashmir ky ilaqy rajori mai bomb blast 2 bachy halak 5 zakhmi,TRUE
3475,karachi ky business man ny britain government ky khilaf bara case jeet lia,TRUE
3476,china arab summit palestinian sadar mehmood abbas saudiarab pohanch gaye,TRUE
3477,ukraine ka missile hamly mai senkron russian foji marny ka dawa,TRUE
3478,america mai barfani toofan sy jungli hayat ki zindagi bhi khatry mai par gai,TRUE
3479,mexico jail par musalah afrad ka hamla 14 afraad halak,TRUE
3480,australia 2 helicopters fiza mai takra gaye 4 afraad halak,TRUE
3481,vision 2023 ab saudi khawateen harmaain express chalayen gi,TRUE
3482,global market mai crude oil ki qeematon mai record izafa,TRUE
3483,naye saal ky pehly din european union ny croatia ko bhi goad ly lia,TRUE
3484,vatican city 95 sala ex pope benedict inteqal kr gaye,TRUE
3485,newzealand aur france mai naye saal ka aghaz,TRUE
3486,saudiarab sy any waly musafiron par abe zam zam lany par mukamal pabandi aaid,TRUE
3487,saudiarab makkah samet mutadid shehron mai musladhar barish parwazeen mansukh,TRUE
3488,ex american president donald trump tax nadahinda nikly,TRUE
3489,ukraine russian hamlon ky baad khairsan sy shehriyon ka inkhela shuru,TRUE
3490,sweden mai mohajireen ki mulk badri ka silsila shuru overseas pakistani bhi shamil,TRUE
3491,aung san suu chi ko corruption ky ilzam mai mazeed 7 saal qaid ki saza,TRUE
3492,bharti wazeer e azam narindar modi ki walida inteqal kr gain,TRUE
3493,sarhadi jharaap ky baad china ny bharat ko khabardar kr dia,TRUE
3494,netanyahu tesri martaba israel ky wazeer e azam muntakhib,TRUE
3495,america niagara falls ny bhi baraf ki chadar orh li,TRUE
3496,shadeed dhund ky bais 200 sy zaaid gariyan takra gain,TRUE
3497,saudiarab ka 30 mumalik ky nomuslimon ky liye umrah program ka ehtemam,TRUE
3498,bharat ky tayar krda khansi ka sharbat peny sy uzbekistan mai 18 bachy janbahaq,TRUE
3499,russia ka ukraine ky shehron par cruise missiles sy hamla,TRUE
3500,harmaain sharefaain mai chinese language mai islamic lessons ka aghaz,TRUE
3501,pakistan aur baharat ka new delhi o islamabad mai apny nazim ul umoor tabdeel krny ka faisla ,TRUE
3502,battagram chairlift mai phasy bachon ko hifazati jackets pehnany ki video samny aa gyi,TRUE
3503,sarfaraz nawaz ki nigraan vazeer e azam sy cricket board ky maamlaat mai madakhlat ki darkhawast ,TRUE
3504,supreme court wakeel qatal case mai imran khan ko giraftar na krny ka hukam barqarar,TRUE
3505,afghanistan ky khilaf dusra one day match miki aurthor ny team ko join kr lia,TRUE
3506,wagner group ky sarbarah ki mot ky peechy putin ka hath ho skta hai joe biden ,TRUE
3507,chaand pr pehly batting krni chahiye ya bowling sabiq baharati cricketer ka dilchasp tabsara,TRUE
3508,riyaz umrey sy wapis jany waly khandaan ko traffic hadsa 4 bachy or baap jaan bahaq ,TRUE
3509,harsha bhoogly ny world cup sy qabal tamam teamo ko pakistan ky kin 3 bowlers sy khabardar kia,TRUE
3510,priyanka or amisha pr tazheek ameez tabsary sarifeen ny nadir ali pr pabandi ka mutalba kr dia ,TRUE
3511,saneha jaranwala police ny markazi mulziman ky muhaly daar ko giraftaar kr lia,TRUE
3512,sham hui to hum sy kaha gya jo ho sky aap kr len battagram waqye ky hero sahab khan ki guftugoo,TRUE
3513,shehbaz shareef ne shaheen haris aur naseem ko dunya ka behtreen bowling attack qarar dedia,TRUE
3514,sindh hakumat se grant lene wale sehat ke idaron kko audit krane ka hukam,TRUE
3515,australia ki big bash league ke liye naamzadgiyan pakistani cricketers bhi shamil,TRUE
3516,thattha jharak ke qareeb truck aur van mai tasadum 7 afraad jan ba haq,TRUE
3517,islamabad school mai 6 sala bache se sathi talib ilm ki mubayina ziyadati,TRUE
3518,peshawar brt mansube ko teen saal mukamal hone ke bawajud musafir sahuliyat se mehrum,TRUE
3519,iran shah chirag mizaar ke andar firing se 4 afraad halak,TRUE
3520,idare mai 600 arab ruppee tak ki corruption hoti hai chairman fbr ka inkeshaf,TRUE
3521,caribbean premier league mai salman irshaad aur muhammad amir ki tabah kun bowling,TRUE
3522,mukhtalif sarkari mehkamo mai kaam krne wale hazaron mulazimeen ne mangal ko parliament ke samne jinnah evenue par dharna de dia aur un mai se zyada tadad lady health workers ki hai,TRUE
3523,aqwam e mutahidah ki insani haquq council mai pakistan ke dobara muntakhib hone ko baaz mahireen aik bari sifarati kamyabi qarar de rahe hain to baaz ke mutabiq is ki koi khas ehmiyat nahi hai jab keh pakistan hakumat ka kehna hai keh is sy pakistan ko masla e kashmir ko ujagar krne ka moqa mile ga,TRUE
3524,senitor anwaar ul haq kakar ne kaha keh yeh bhi qabil e ghor hai keh sirf larkiyon ka mazhab tabdeel ho raha hai larky mazhab tabdeel nahi kr rahe,TRUE
3525,is muqadame mai ab teen afrad giraftar hain jin mai se ak mulzim faisal khalid hain jinhen peshawar high court ne kam umar qarar dia hai faisal khalid ne toheen e mazhab ke mulzim tahir nasim ko adalat ke ahaatey mai firing kr ke halak kr dia tha,TRUE
3526,nelson mendela ne ghair janibdar mumalik ki tanzeem ke chairman ki haisiyat se kashmir ko india aur pakistan ke darmiyan ak mutanaziya khita kaha to india mai gham o ghuse ka izhaar kia gaya,TRUE
3527,pakistan ke wazeer e azam imran khan ne kaha hai keh pakistan ne mazi se seekha hai keh foj ka kaam mulk chalana nahi hoti aur yeh keh agar jamhuri nizam thik na chal raha ho to iska matlab ye nahi hai keh us ki jgha marshal law aa jaye,TRUE
3528,khanon ki tarakeeb share krne wali janubi africa ki website food 24 ne biryani ki ghair riwayati tarkeeb lga kr social media saarfeen ko nalan kr dia jis ke baad unhon na sirf maafi mangni pari balke video bhi hatani pari,TRUE
3529,islamabad high court ke chief justice athar minallah ne 2 saal qabal lapata hone wale shehri sajid mehmood ki baazyabi se mutaliq darkhwast ki samaat ke doran remarks diye hain keh jabri gumshudgi se murad yeh hai keh riyasat ke kuch log hi logon ko zabardasti ghaib krte hain,TRUE
3530,pakistan ke sab se bare shehar karachi mai ak naya zilla banane ki manzuri di gai hai kimari zille ke qayam se karachi shehar mai azlla ki tadad saat ho jaye gi,TRUE
3531,pakistan ke sube balochistan ke senior siyasatdan aur national party ke markazi rehnuma senitor mir hasil khan bazinjo inteqal kr gaye hain wo cancer ke marz mai mubtala thy,TRUE
3532,panu aqil mai ak hi khandan ke 11 afrad ke qatal ki fir ke mutabiq mulzimaan ne chaqu se gale kaat kr ilaqe mai khof o hiras phelaya police ke mutabiq maqtuleen ke hath aur paon pakar kr un ke gale kate gaye,TRUE
3533,pakistani airlines ki european countries mai bahali ke liye koshishen team brussels pohanch gai,TRUE
3534,karachi ke ilaqy manghupir mai baap ne ghairat ke naam par beyti ko qatal kr ke laash dafna di,TRUE
3535,ghotki pasand ki shadi par jirgy ne larky ki bhateeji wani krne ka faisala suna dia,TRUE
3536,bharat sy darya e satluj mai chory jane wale selabi relon ne tabahi macha di,TRUE
3537,mulk mai insani jaan bachane wali mutadid adviyaat ki qeematon mai bhi hoshruba izafa,TRUE
3538,khyber pakhtun khawa ki nigran kabina ke 9 wuzraa ko mehkme allot kr diye gaye,TRUE
3539,peshawar high court ne pakistani foj ki hirasat mai qaid samaji rehnuma idrees khattak ke khilaf foji adalat mai official secret act ke tehat jari muqadame ki karawai moaatal krne ka hukam dia hai,TRUE
3540,karachi mai wifaqi tehqiqati idare fia ne ak khatoon ko apne sabiqa boy friend ki nazaiba video aur tasaver share krne ke ilzam mai giraftar kia hai,TRUE
3541,pakistan mai cement ki paidawar aur farokht ke karobar se munsalik lucky cement ki paidawar aur farokht mai halia arse mai izafa dekhne mai aya hai,TRUE
3542,murtaza bhutto qatal case ke mulzimaan ki bariyat ke khilaf appeal 13 saal baad samaat ke liye muqarar,TRUE
3543,sahafi ko supreme court samaet tamam idaron se malumaat lene ka haq hai justice faiz esa,TRUE
3544,bhakar talibaat ko hirasaan krne wale mulzimaan tahaal qanon ki girift se bahar,TRUE
3545,rawalkot mai shehriyon ne mehngi bijli ke khilaf ehtejajan 30000 se zaaid bill jala diye,TRUE
3546,pakistani talib ilm ne america mai animation ka aalmi muqabla jeet lia,TRUE
3547,nokri nahi to saman faraham kr dyn takeh logon ki janen bacha sken sahib khan,TRUE
3548,pakistan mai gas ke baqi zakhair ke bary mai wazeer e azam ke khasusi musheer baraye petroleum nadeem babar ne kaha hai keh agar mulk mai koi naye bary zakhair daryaft nahi hoty to aainda baarah se chodaah saal mai gas khatam ho jaye gi,TRUE
3549,dehshatgardon unke sahulatkaron aur uksane walon ko nahi chora jaye ga army chief,TRUE
3550,jinnah house hamla case adalaat ne imran khan ko giraftar krne ki ijazaat de di,TRUE
3551,tosha khana se alqadir trust tak corruption mai mulawis shakhs ko bachane ke liye chief justice sargarm hain nawaz shareef,TRUE
3552,imran khan ne britain lawyer ko apna case aalmi idaron mai uthane ki hidayat kr di,TRUE
3553,sadar e mumlikat ne aam intekhabaat ki tareekh ke liye chief election commissioner ko talab kr lia,TRUE
3554,imran khan ki bushra bibi se shadi ki khawahish par heran tha magar kuch keh na saka aoun chaudary,TRUE
3555,supreme court ne qomi ehtesaab bureau ke mulzimaan ki taweel hirasaat ka notice lete huwe kaha hai keh nab muqadamat mai mulziman ko taweel hirasat mai rakhna nainsafi hogi,TRUE
3556,pakistan mai lu biscuit banae wali company continental biscuit limited ke md hassan ali khan ka bbc se guftagu krte hue kehna tha keh biscuit ka france se koi taluq nahi aur yeh biscuits pakistan mai tayar kiye jaty hain aur inhen kisi aur mulk se daramad nahi kia jata,TRUE
3557,chief justice ka chairman pti ki wakalat krna imran khan ko acha nahi bana skta: mariam,TRUE
3558,imran khan ki appeal par samaat tosha khana case mai trail court ka hukam darust nahi chief justice,TRUE
3559,hassas idare aur police ki liyari mai karawai bharati jasus samaet pakistani sahulatkar giraftar,TRUE
3560,wazeer e dakhla sindh ne ghotki ke rehaishi ki social media video par notice le lia,TRUE
